Video Game Title,Genre,Console,Publishers(s),Developer(s),Units Sold,Total Sales,NA Sales,PAL Sales,JP Sales,Other Sales,Release Date
Hoshi Furu,Adventure,PS2,Piacci,Piacci,N/A,N/A,N/A,N/A,N/A,N/A,31st Jul 08
Hoshi no Furu Sato,Adventure,PC,FACE,FACE,N/A,N/A,N/A,N/A,N/A,N/A,28th Jul 00
Hoshi no Furu Toki,Adventure,PS2,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,N/A,N/A,22nd Sep 05
Hoshi o Sagashite...,Adventure,MS,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,02nd Apr 88
Hoshiiro no Okurimono Portable,Adventure,PSP,Takuyo,Takuyo,N/A,N/A,N/A,N/A,N/A,N/A,27th Nov 08
Hoshizora e Kakaru Hashi,Adventure,PC,Feng,Feng,N/A,N/A,N/A,N/A,N/A,N/A,15th Oct 10
Hoshizora no Memoria: Wish Upon a Shooting Star,Adventure,PC,Favorite,Favorite,N/A,N/A,N/A,N/A,N/A,N/A,27th Mar 09
Hoshizora Planet,Adventure,PC,Digerati,D.O.,N/A,N/A,N/A,N/A,N/A,N/A,08th Dec 00
Hoshizora Planet: Yume Hako,Adventure,PC,Digerati,D.O.,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 03
House M.D.,Adventure,PC,Mindscape,Legacy Interactive,N/A,N/A,N/A,N/A,N/A,N/A,12th Sep 10
Hunter X Hunter: Sorezore no Ketsui,Adventure,WS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,26th Apr 01
Hype: The Time Quest,Adventure,GB,Ubisoft,Playmobil Interactive,N/A,N/A,N/A,N/A,N/A,N/A,16th Jul 01
Hype: The Time Quest,Adventure,PS2,Ubisoft,Playmobil Interactive,N/A,N/A,N/A,N/A,N/A,N/A,20th Sep 02
Hysteria Project,Adventure,PSN,Sanuk Games,Bulkypix,N/A,N/A,N/A,N/A,N/A,N/A,22nd Apr 10
Hysteria Project 2,Adventure,iOS,Unknown,Bulkypix,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"I Have No Mouth, and I Must Scream",Adventure,PC,Cyberdreams,The Dreamers Guild,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 95
I/O,Adventure,PS2,GN Software,Regista,N/A,N/A,N/A,N/A,N/A,N/A,26th Jan 06
Ibarado: Rapture no Kaeru Machi,Adventure,PS,System Sacom,System Sacom,N/A,N/A,N/A,N/A,N/A,N/A,16th Oct 97
iCarly: iDream in Toons,Adventure,PC,Activision,"Big Blue Bubble, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,13th Oct 09
Ichigo 100% Strawberry Diary,Adventure,PS2,Tomy Corporation,Alpha Unit,N/A,N/A,N/A,N/A,N/A,N/A,10th Feb 05
Idol Hakkenden,Adventure,NES,Unknown,Natsume,N/A,N/A,N/A,N/A,N/A,N/A,14th Sep 89
Idol Hotline: Nakayama Miho no Tokimeki High School (FDS),Adventure,NES,Nintendo,Square,N/A,N/A,N/A,N/A,N/A,N/A,19th Dec 87
Idol Janshi Suchi-Pai III Remix,Adventure,DS,Jaleco,Jaleco Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 07
Idol Janshi Suchi-Pai III Remix,Adventure,PSP,Jaleco,Jaleco Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,26th Jul 07
Idol Janshi Suchi-Pai IV Portable,Adventure,PSP,CyberFront,CyberFront,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 10
Igor: The Game,Adventure,PC,SouthPeak Interactive,Legacy Interactive,N/A,N/A,N/A,N/A,N/A,N/A,16th Sep 08
Iida Joji Nightmare Interactive: Moon Cradle- Igyou no Hanayome,Adventure,3DO,Pack-In-Video,Pack-In-Video,N/A,N/A,N/A,N/A,N/A,N/A,15th Dec 95
Ijikuri Mama 2,Adventure,PC,Unknown,Moon (2011),N/A,N/A,N/A,N/A,N/A,N/A,26th Aug 11
Ikenai Ayaka Neesan to Yari Sugi Yuuwaku Seikatsu,Adventure,PC,Norn,Norn,N/A,N/A,N/A,N/A,N/A,N/A,26th Aug 11
Ikenie no Yoru,Adventure,Wii,Marvelous Interactive,Marvelous Interactive,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 11
Ikusa Otome Valkyrie,Adventure,PC,Rune,Rune,N/A,N/A,N/A,N/A,N/A,N/A,30th Jul 04
Illbleed,Adventure,DC,AIA,Crazy Games,N/A,N/A,N/A,N/A,N/A,N/A,16th Apr 01
Imabikisou: Kaimei Hen,Adventure,Wii,Sega,ChunSoft,N/A,N/A,N/A,N/A,N/A,N/A,07th Aug 08
Imadoki no Vampire: Bloody Bride,Adventure,PS,Atlus,Atlus Co.,N/A,N/A,N/A,N/A,N/A,N/A,27th Dec 96
In Cold Blood,Adventure,PC,DreamCatcher Interactive,Revolution Software Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,25th Mar 01
Inda 999,Adventure,PC,Vega,Vega,N/A,N/A,N/A,N/A,N/A,N/A,23rd Aug 02
Indiana Jones and the Infernal Machine,Adventure,N64,LucasArts,Factor 5,N/A,N/A,N/A,N/A,N/A,N/A,14th Dec 00
Indiana Jones and the Infernal Machine,Adventure,GB,THQ,HotGen Studios,N/A,N/A,N/A,N/A,N/A,N/A,22nd Mar 01
Indiana Jones and the Infernal Machine,Adventure,PC,LucasArts,LucasArts,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 99
Indiana Jones in Revenge of the Ancients,Adventure,PC,Mindscape,"Angelsoft, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 87
Indigo Prophecy,Adventure,XBL,Atari,Quantic Dream,N/A,N/A,N/A,N/A,N/A,N/A,04th Dec 07
Industrial Spy: Operation Espionage,Adventure,DC,UFO Interactive,NEC Interchannel,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 00
Inen no Yakata,Adventure,PC,Black Package,Black Package,N/A,N/A,N/A,N/A,N/A,N/A,09th Dec 11
Infinity Plus,Adventure,PS2,CyberFront,CyberFront,N/A,N/A,N/A,N/A,N/A,N/A,09th Oct 08
Infinity Plus Portable,Adventure,PSP,CyberFront,CyberFront,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 09
Inherit the Earth: Quest for the Orb,Adventure,PC,New World Computing,The Dreamers Guild,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94
Inkoku no Ryohime,Adventure,PC,Unknown,softhouse-seal,N/A,N/A,N/A,N/A,N/A,N/A,09th Dec 11
Innocence Pain,Adventure,PC,Ankh,Ankh,N/A,N/A,N/A,N/A,N/A,N/A,25th Jun 04
Innocent Colors: Canvas 2 Fan Disc,Adventure,PC,F&C,F&C,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 04
Inoue Ryoko: Roommate,Adventure,DC,Datam Polystar,Datam Polystar,N/A,N/A,N/A,N/A,N/A,N/A,05th Jul 01
Insanity's Blade,Adventure,WiiU,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 15
Insanity's Blade,Adventure,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,31st Aug 14
Insanity's Blade,Adventure,Linux,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,31st Aug 14
Insanity's Blade,Adventure,OSX,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,31st Aug 14
Insecticide,Adventure,PC,Crackpot Entertainment,"Crackpot Entertainment / Creat Studios, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,13th Jun 08
Inspector Gadget: Mission 1 Global Terror,Adventure,PC,Unknown,Azeroth,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 90
Interlude,Adventure,DC,NEC Interchannel,LongShot,N/A,N/A,N/A,N/A,N/A,N/A,13th Mar 03
Interlude,Adventure,PS2,NEC Interchannel,LongShot,N/A,N/A,N/A,N/A,N/A,N/A,09th Oct 03
Inukko Club,Adventure,GBA,Jorudan,Jorudan,N/A,N/A,N/A,N/A,N/A,N/A,13th Dec 02
InuYasha: Fuuun Emaki,Adventure,WS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,27th Jul 02
InuYasha: Kagome no Sengokuki,Adventure,WS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,02nd Nov 01
InuYasha: Kagome no Yume Nikki,Adventure,WS,Bandai,Tomcat System,N/A,N/A,N/A,N/A,N/A,N/A,16th Nov 02
Iris,Adventure,DC,KID,KID,N/A,N/A,N/A,N/A,N/A,N/A,07th Aug 03
Iron Helix,Adventure,SCD,Spectrum Holobyte,Spectrum Holobyte,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 92
Iron Maiden: Hagane no Otome,Adventure,PC,Ole,Ole,N/A,N/A,N/A,N/A,N/A,N/A,24th Nov 06
Iron Roses,Adventure,PC,Sandlot Games,Cateia Games,N/A,N/A,N/A,N/A,N/A,N/A,24th Sep 09
J.B. Harold: Blue Chicago Blues,Adventure,SAT,Riverhillsoft,Riverhillsoft,N/A,N/A,N/A,N/A,N/A,N/A,22nd Sep 95
J.B. Harold: Blue Chicago Blues,Adventure,PS,Riverhillsoft,Riverhillsoft,N/A,N/A,N/A,N/A,N/A,N/A,22nd Nov 95
J.B. Harold: Blue Chicago Blues,Adventure,PC,CyberFront,Riverhillsoft,N/A,N/A,N/A,N/A,N/A,N/A,26th Jan 01
J.B. Harold: Blue Chicago Blues,Adventure,PCFX,NEC Interchannel,Riverhillsoft,N/A,N/A,N/A,N/A,N/A,N/A,22nd Mar 96
J.B. Harold: Blue Chicago Blues,Adventure,3DO,Riverhillsoft,Riverhillsoft,N/A,N/A,N/A,N/A,N/A,N/A,22nd Nov 95
J.U.L.I.A.,Adventure,PC,Unknown,CBE Software s.r.o.,N/A,N/A,N/A,N/A,N/A,N/A,N/A
J.U.L.I.A. Among the Stars,Adventure,PC,CBE Software s.r.o.,CBE Software s.r.o.,N/A,N/A,N/A,N/A,N/A,N/A,12th Sep 12
J.U.L.I.A. Among the Stars,Adventure,OSX,CBE Software s.r.o.,CBE Software s.r.o.,N/A,N/A,N/A,N/A,N/A,N/A,12th Sep 12
Jack Keane 2,Adventure,PC,Astragon,DECK13 Interactive,N/A,N/A,N/A,N/A,N/A,N/A,28th Jun 13
Jack Orlando: A Cinematic Adventure,Adventure,PC,JoWood Productions,TopWare Interactive,N/A,N/A,N/A,N/A,N/A,N/A,14th Oct 01
Jakers! Let's Explore,Adventure,Wii,Graffiti,Graffiti Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,20th Oct 09
Jakers! Let's Explore,Adventure,DS,Unknown,Graffiti Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A
James Clavell's Shogun,Adventure,PC,Infocom,"Infocom, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 88
Jekyll & Hyde,Adventure,PC,Unknown,In Utero,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jelly Kingdoms,Adventure,DSiW,Unknown,Schell Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jesus II,Adventure,PC,Enix,Enix Corporation,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 91
Jesus: Kyōfu no Bio-Monster,Adventure,PC,Unknown,Enix Corporation,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jesus: Kyōfu no Bio-Monster,Adventure,NES,King Records,"Enix corporation., Chunsoft Co., Ltd.",N/A,N/A,N/A,N/A,N/A,N/A,17th Mar 89
Jewels Ocean: Star of Sierra Leone,Adventure,PS2,Pione Soft,Pione Soft,N/A,N/A,N/A,N/A,N/A,N/A,23rd Feb 06
Jigoku Sensei NuBe,Adventure,PS,Bandai,Bandai,N/A,N/A,N/A,N/A,N/A,N/A,16th May 97
Jigoku Shoujo Akekazura,Adventure,DS,Compile Heart,Compile Heart,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 07
Jigoku Shoujo Mioyosuga,Adventure,PS2,Compile Heart,Compile Heart,N/A,N/A,N/A,N/A,N/A,N/A,17th Sep 09
JK to Ero-ryman: Junjou Meikko o Love Hotel Nitsure,Adventure,PC,Unknown,Blue Gale,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 11
Joe Dever's Lone Wolf: The Shianti Halls,Adventure,And,Bulkypix,Bulkypix,N/A,N/A,N/A,N/A,N/A,N/A,07th Aug 14
Journey to the Center of the Earth,Adventure,PC,Viva Media,Frogwares,N/A,N/A,N/A,N/A,N/A,N/A,27th Oct 03
Journey: The Quest Begins,Adventure,PC,Infocom,"Infocom, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 88
Jozakari wa Toshishita mi,Adventure,PC,Unknown,Studio Ebisu,N/A,N/A,N/A,N/A,N/A,N/A,26th Aug 11
Juka and the Monophonic Menace,Adventure,GBA,SouthPeak Interactive,"Orbital Media, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,24th Oct 06
Jungle Book,Adventure,PC,IBM,Powerhouse Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 96
Jurassic Park Interactive,Adventure,3DO,Universal Interactive,Universal Interactive Studios,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94
Juujimoto Ripputai Sypher,Adventure,PC,Abel,Abel Software,N/A,N/A,N/A,N/A,N/A,N/A,24th Dec 04
Juujimoto Ripputai Sypher: Game of Survival,Adventure,PS2,Abel,Abel Software,N/A,N/A,N/A,N/A,N/A,N/A,28th Jun 07
Kadenz Fermata//Akkord:Fortissimo,Adventure,PSV,5pb,La'cryma,N/A,N/A,N/A,N/A,N/A,N/A,11th Dec 14
Kaen Seibo: The Virgin on Megiddo,Adventure,DC,Hiromi,Kobi,N/A,N/A,N/A,N/A,N/A,N/A,02nd Aug 01
Kaena,Adventure,PS2,Namco,Xilam,N/A,N/A,N/A,N/A,N/A,N/A,15th Apr 04
Kaeru Batake de Tsukamaete,Adventure,PS2,Takuyo,Takuyo,N/A,N/A,N/A,N/A,N/A,N/A,28th Apr 10
Kaeru Batake de Tsukamaete Portable,Adventure,PSP,Takuyo,Takuyo,N/A,N/A,N/A,N/A,N/A,N/A,11th Nov 10
Kaeru Batake de Tsukamaete: Natsu Senbokuryou Sansen Portable,Adventure,PSP,Takuyo,Takuyo,N/A,N/A,N/A,N/A,N/A,N/A,16th Jun 11
Kaeru Batake de Tsukamete: Natsu Senbokuryou Sansen!,Adventure,PS2,Takuyo,Takuyo,N/A,N/A,N/A,N/A,N/A,N/A,28th Dec 10
Kaeru no Tame ni Kane wa Naru,Adventure,GB,Nintendo,Intelligent Systems,N/A,N/A,N/A,N/A,N/A,N/A,14th Sep 92
Kagami Hana Suigetsu,Adventure,PC,Vega,Vega,N/A,N/A,N/A,N/A,N/A,N/A,14th Feb 03
Kage no Sekuharist: Haramase Oui Keishou Soudou,Adventure,PC,Unknown,Lilith,N/A,N/A,N/A,N/A,N/A,N/A,26th Aug 11
Kaijin Zona,Adventure,GB,Nintendo,Vistec,N/A,N/A,N/A,N/A,N/A,N/A,21st Oct 00
Kaitou Apricot,Adventure,DC,Takuyo,Takuyo,N/A,N/A,N/A,N/A,N/A,N/A,06th Mar 03
Kaleidoscope: Bankakyou,Adventure,PC,Ange,Ange,N/A,N/A,N/A,N/A,N/A,N/A,07th Aug 99
Kamaitachi no Yoru,Adventure,VC,ChunSoft,ChunSoft,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 07
Kamaitachi no Yoru 2: Tokubetsu Hen,Adventure,PS,ChunSoft,ChunSoft,N/A,N/A,N/A,N/A,N/A,N/A,03rd Dec 98
Kamaitachi no Yoru Advance,Adventure,GBA,ChunSoft,ChunSoft,N/A,N/A,N/A,N/A,N/A,N/A,28th Jun 02
Kamaitachi: Hiiro no Sakeme,Adventure,PC,Bellda Soft,Bellda Soft,N/A,N/A,N/A,N/A,N/A,N/A,30th Mar 01
Kamipani!,Adventure,PC,Clochette,Clochette,N/A,N/A,N/A,N/A,N/A,N/A,28th Mar 08
Kamo no Hashikamo. Aimai Seikatsu no Susume,Adventure,DS,ASCII Media Works,ASCII Media Works,N/A,N/A,N/A,N/A,N/A,N/A,03rd Dec 09
Kana Little Sister,Adventure,PC,G-Collections,D.O.,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jul 02
Kana: Imouto,Adventure,PSN,CyberFront,CyberFront,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 11
Kanon,Adventure,PC,Key,Key,N/A,N/A,N/A,N/A,N/A,N/A,04th Jun 99
Kanon,Adventure,PSP,Prototype,Key,N/A,N/A,N/A,N/A,N/A,N/A,15th Feb 07
Kanon,Adventure,PS2,NEC Interchannel,Key,N/A,N/A,N/A,N/A,N/A,N/A,28th Feb 02
Kanuchi: Futatsu no Tsubasa,Adventure,PSP,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,N/A,N/A,16th Dec 10
Kanuchi: Kuroki Tsubasa no Shou,Adventure,PS2,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,N/A,N/A,23rd Apr 09
Karma: Curse of the 12 Caves,Adventure,PC,DreamCatcher Interactive,DreamCatcher Interactive,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 98
Katakamuna: Ushinawareta Ingaritsu,Adventure,PS2,Alchemist,Alchemist,N/A,N/A,N/A,N/A,N/A,N/A,25th Nov 04
Kaze no Oka Kouen Nite,Adventure,PS,TechnoSoft,"TechnoSoft Co., Ltd.",N/A,N/A,N/A,N/A,N/A,N/A,03rd Sep 98
Kaze no Uta,Adventure,DC,Kyarara,Milk Soft,N/A,N/A,N/A,N/A,N/A,N/A,15th Apr 04
Kazoku Keikaku,Adventure,PSN,CyberFront,CyberFront,N/A,N/A,N/A,N/A,N/A,N/A,10th Mar 11
Kekkon: Marriage,Adventure,PS,Shogakukan,Shogakukan Production,N/A,N/A,N/A,N/A,N/A,N/A,10th Oct 96
Kelly Club: Clubhouse Fun,Adventure,GB,Knowledge Adventure,Vicarious Visions,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 01
Kenran Butoh Sai: The Mars Daybreak,Adventure,PS2,Sony Computer Entertainment,SCEI,N/A,N/A,N/A,N/A,N/A,N/A,07th Jul 05
Kick & Fennick,Adventure,PSV,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,03rd Feb 15
Kidnapped,Adventure,PC,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 15
Kidou Senkan Nadesico: The Blank of 3 Years,Adventure,SAT,Sega,Sega,N/A,N/A,N/A,N/A,N/A,N/A,23rd Sep 98
Kids On Site,Adventure,SCD,Digital Pictures,Digital Pictures,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 94
Kiero Oni-Chan,Adventure,PC,Unknown,Le Chocolat,N/A,N/A,N/A,N/A,N/A,N/A,22nd Dec 06
Kieta Princess (FDS),Adventure,NES,Imagineer,Infinity,N/A,N/A,N/A,N/A,N/A,N/A,20th Dec 86
Kimi ga Nozomu Eien,Adventure,PC,age,age,N/A,N/A,N/A,N/A,N/A,N/A,03rd Aug 01
Kimi ga Nozomu Eien,Adventure,DC,Atypical Alchemists Associate,Atypical Alchemists Associate,N/A,N/A,N/A,N/A,N/A,N/A,26th Sep 02
Kimi ga Nozomu Eien: Rumbling hearts,Adventure,PS2,Princess Soft,Princess Soft,N/A,N/A,N/A,N/A,N/A,N/A,01st May 03
Kimokawae!,Adventure,DS,Genterprise,5pb. Games,N/A,N/A,N/A,N/A,N/A,N/A,05th Mar 09
Kindan: Kimi wa Boku Dake no Maiden,Adventure,PC,Guilty N,Guilty N,N/A,N/A,N/A,N/A,N/A,N/A,27th Oct 06
King's Quest,Adventure,PC,Sierra Online,"Sierra On-Line, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 84
King's Quest I: Quest for the Crown (VGA Version),Adventure,PC,Unknown,Tierra,N/A,N/A,N/A,N/A,N/A,N/A,07th Jul 01
King's Quest II: Romancing the Stones (VGA Version),Adventure,PC,Unknown,AGD Interactive,N/A,N/A,N/A,N/A,N/A,N/A,03rd Dec 02
King's Quest II: Romancing the Throne,Adventure,PC,Sierra Entertainment,Sierra Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 85
King's Quest III Redux: To Heir is Human,Adventure,PC,Unknown,AGD Interactive,N/A,N/A,N/A,N/A,N/A,N/A,24th Feb 11
King's Quest III: To Heir Is Human,Adventure,PC,Sierra Entertainment,Sierra Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 86
King's Quest IV: The Perils of Rosella,Adventure,PC,Sierra Online,Sierra On-Line,N/A,N/A,N/A,N/A,N/A,N/A,16th Aug 88
King's Quest V,Adventure,NES,Konami,Novotrade,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 92
King's Quest V: Absence Makes the Heart Go Yonder!,Adventure,PC,Sierra Entertainment,Sierra Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,09th Nov 90
"King's Quest VI: Heir Today, Gone Tomorrow",Adventure,PC,Sierra Online,Sierra,N/A,N/A,N/A,N/A,N/A,N/A,30th Sep 92
King's Quest VII: The Princeless Bride,Adventure,PC,Sierra Entertainment,Sierra Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 94
King's Quest: Mask of Eternity,Adventure,PC,Sierra Entertainment,Sierra Studios,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 98
King's Quest: Quest for the Crown,Adventure,PC,Unknown,Sierra Entertainment,N/A,N/A,N/A,N/A,N/A,N/A,07th Jul 01
King's Quest: Quest for the Crown,Adventure,MS,Parker Bros.,Microsmiths Inc.,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 89
Kingdom,Adventure,PC,Commodore,Digital Eclipse,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 77
Kingdom O' Magic,Adventure,PC,GT Interactive,SCi,N/A,N/A,N/A,N/A,N/A,N/A,31st Jul 96
Kingdom Tales 2,Adventure,OSX,Libredia Entertainment,Cateia Games,N/A,N/A,N/A,N/A,N/A,N/A,07th Aug 14
Kingdom Tales 2,Adventure,PC,Libredia Entertainment,Cateia Games,N/A,N/A,N/A,N/A,N/A,N/A,07th Aug 14
Kingdom: The Far Reaches,Adventure,3DO,Interplay,Virtual Image Productions,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 95
Kingdom: The Far Reaches,Adventure,PC,Interplay,Virtual Image Productions,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 95
Kiniro no Corda: La Corda d'Oro,Adventure,PS2,KOEI,Koei,N/A,N/A,N/A,N/A,N/A,N/A,18th Mar 04
Kiniro no Corda: La Corda d'Oro,Adventure,PC,KOEI,Koei,N/A,N/A,N/A,N/A,N/A,N/A,19th Sep 03
Kiniro no Corda: La Corda d'Oro,Adventure,PSP,KOEI,Koei,N/A,N/A,N/A,N/A,N/A,N/A,10th Nov 05
Kinyoubi no Koneko,Adventure,PC,Emu,Emu,N/A,N/A,N/A,N/A,N/A,N/A,20th Jun 03
Kisekko Gurumii,Adventure,GBA,MTO,MTO,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 03
Kiss Yori...,Adventure,SAT,KID,KID Corporation,N/A,N/A,N/A,N/A,N/A,N/A,18th Mar 99
KISS Yori... Seaside Serenade,Adventure,WS,KID,KID Corporation,N/A,N/A,N/A,N/A,N/A,N/A,02nd Dec 99
Knights of the Temple II,Adventure,PS2,TDK Mediactive,Cauldron Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,24th Oct 05
Knights of the Temple II,Adventure,XB,Unknown,Cauldron Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Knights of the Temple II,Adventure,PC,Take-Two Interactive,Cauldron Ltd.,N/A,N/A,N/A,N/A,N/A,N/A,23rd Feb 07
Knights of the Temple: Infernal Crusade,Adventure,PS2,TDK Mediactive,Starbreeze Studios,N/A,N/A,N/A,N/A,N/A,N/A,04th Jun 04
Knights of the Temple: Infernal Crusade,Adventure,GC,TDK Mediactive,Starbreeze Studios,N/A,N/A,N/A,N/A,N/A,N/A,19th Mar 04
Knights of the Temple: Infernal Crusade,Adventure,XB,TDK Mediactive,Starbreeze Studios,N/A,N/A,N/A,N/A,N/A,N/A,08th Apr 04
Knights of the Temple: Infernal Crusade,Adventure,PC,TDK Mediactive,Starbreeze Studios,N/A,N/A,N/A,N/A,N/A,N/A,08th Apr 04
Koiiro Chu! Lips,Adventure,PC,Peas Soft,Peas Soft,N/A,N/A,N/A,N/A,N/A,N/A,30th Jun 06
Koinu to Issho! Aijou Monogatari,Adventure,GBA,Culture Brain,Culture Brain,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 03
Koisuru Otome to Shugo no Tate,Adventure,PC,Axl,Axl,N/A,N/A,N/A,N/A,N/A,N/A,29th Jun 07
Kokuu Hyouryuu Nirgends,Adventure,PCFX,NEC,Micro Cabin,N/A,N/A,N/A,N/A,N/A,N/A,28th Jun 96
Komocchi,Adventure,PS,Victor Interactive,Open Sesame,N/A,N/A,N/A,N/A,N/A,N/A,20th Sep 01
Koneko Monogatari: The Adventures of Chatran (FDS),Adventure,NES,Pony Canyon,Pony Canyon,N/A,N/A,N/A,N/A,N/A,N/A,19th Sep 86
Konneko: Keep a Memory Green,Adventure,PSP,CyberFront,CyberFront,N/A,N/A,N/A,N/A,N/A,N/A,08th Dec 11
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,Adventure,PSN,TGL,TGL,N/A,N/A,N/A,N/A,N/A,N/A,07th Oct 10
Konohana 2: Todoke Kanai Requiem,Adventure,DC,Success,Vridge,N/A,N/A,N/A,N/A,N/A,N/A,28th Nov 02
Konohana 3: Itsuwari no Kage no Mukou ni,Adventure,PS2,Success,Vridge,N/A,N/A,N/A,N/A,N/A,N/A,01st May 03
Konohana 4: Yami wo Harau Inori,Adventure,PS2,Success,Vridge,N/A,N/A,N/A,N/A,N/A,N/A,09th Sep 04
Konohana Pack: 3tsu no Jikenbo,Adventure,PS2,Success,Vridge,N/A,N/A,N/A,N/A,N/A,N/A,08th Jul 04
Konohana: True Report,Adventure,PS,Success,Vridge,N/A,N/A,N/A,N/A,N/A,N/A,26th Apr 01
Konohana: True Report,Adventure,DC,Success,Vridge,N/A,N/A,N/A,N/A,N/A,N/A,26th Apr 01
Koushounin DS: The Negotiator,Adventure,DS,Alpha Unit,Alpha Unit,N/A,N/A,N/A,N/A,N/A,N/A,17th Dec 09
Kowloon Youma Gakuenki,Adventure,PS2,Atlus,Killaware,N/A,N/A,N/A,N/A,N/A,N/A,16th Sep 04
Kunoichi Hichou: Yoshiwara Yuukaku Kidan,Adventure,PC,Ail,Ail,N/A,N/A,N/A,N/A,N/A,N/A,27th Mar 09
Kunoichi Kikyou: Gensou Kannou Emaki,Adventure,PC,Black Package,Black Package,N/A,N/A,N/A,N/A,N/A,N/A,11th Dec 09
Kunoichi o Oneesan Shizune no Gohoushi Ninmu,Adventure,PC,Norn,Norn,N/A,N/A,N/A,N/A,N/A,N/A,12th Feb 10
Kunoichi Sakuya: Shinobishi Omoi wa Chijoku ni Narete...,Adventure,PC,Rune,Rune,N/A,N/A,N/A,N/A,N/A,N/A,31st Mar 06
Kunoichi Torimonochou,Adventure,PS,GMF,GMF,N/A,N/A,N/A,N/A,N/A,N/A,25th Feb 99
Kunoichi Torimonochou,Adventure,SAT,CRI,CRI,N/A,N/A,N/A,N/A,N/A,N/A,05th Feb 98
Kunoichiban! Minarai Kunoichi Ninpu Tobari,Adventure,PC,Crowd,Crowd,N/A,N/A,N/A,N/A,N/A,N/A,28th Oct 05
Kuon no Kizuna: Sairin Mikotonori,Adventure,DC,Fog,FOG (Full On Games),N/A,N/A,N/A,N/A,N/A,N/A,18th May 00
